tipe,kategori,jenis,nilai
mobilitas_sarana_non_simpul,LAPOR,Pantauan Jalan Arteri ATCS,34
mobilitas_sarana_non_simpul,LAPOR,Gerbang Toll Jasa Marga,39
mobilitas_sarana_non_simpul,SARANA,Pantauan Jalan Arteri ATCS,580108
mobilitas_sarana_non_simpul,SARANA,Gerbang Toll Jasa Marga,349169
angkutan_penumpang,PENUMPANG,Angkutan Jalan,42125
angkutan_penumpang,PENUMPANG,Angkutan Penyeberangan,36737
angkutan_penumpang,PENUMPANG,Angkutan Laut,34756
angkutan_penumpang,PENUMPANG,Angkutan Udara,23455
angkutan_penumpang,PENUMPANG,Angkutan Perkeretaapian,112271
angkutan_penumpang,SARANA,Angkutan Jalan,4241
angkutan_penumpang,SARANA,Angkutan Penyeberangan,410
angkutan_penumpang,SARANA,Angkutan Laut,680
angkutan_penumpang,SARANA,Angkutan Udara,495
angkutan_penumpang,SARANA,Angkutan Perkeretaapian,390
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 2,2431
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4 atau Lebih,8562
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4,3455
angkutan_kendaraan_sdp,KENDARAAN-SDP,Bus,464
angkutan_kendaraan_sdp,KENDARAAN-SDP,Truk,4643
angkutan_kendaraan_sdp,SARANA,Trip,410
mobilitas_sarana,LAPOR,Angkutan Jalan,96
mobilitas_sarana,LAPOR,Jalan Arteri,34
mobilitas_sarana,LAPOR,Jalan Tol,39
mobilitas_sarana,LAPOR,Angkutan Penyeberangan,31
mobilitas_sarana,LAPOR,Angkutan Laut,130
mobilitas_sarana,LAPOR,Angkutan Udara,39
mobilitas_sarana,LAPOR,Angkutan Perkeretaapian,377
mobilitas_sarana,SARANA,Angkutan Jalan,4241
mobilitas_sarana,SARANA,Jalan Arteri,580108
mobilitas_sarana,SARANA,Jalan Tol,349169
mobilitas_sarana,SARANA,Angkutan Penyeberangan,410
mobilitas_sarana,SARANA,Angkutan Laut,680
mobilitas_sarana,SARANA,Angkutan Udara,495
mobilitas_sarana,SARANA,Angkutan Perkeretaapian,390
