tipe,kategori,jenis,nilai
mobilitas_sarana_non_simpul,LAPOR,Pantauan Jalan Arteri ATCS,34
mobilitas_sarana_non_simpul,LAPOR,Pantauan Jalan Arteri ATMS,58
mobilitas_sarana_non_simpul,LAPOR,Gerbang Toll Jasa Marga,39
mobilitas_sarana_non_simpul,SARANA,Pantauan Jalan Arteri ATCS,568699
mobilitas_sarana_non_simpul,SARANA,Pantauan Jalan Arteri ATMS,144862
mobilitas_sarana_non_simpul,SARANA,Gerbang Toll Jasa Marga,387099
angkutan_penumpang,PENUMPANG,Angkutan Jalan,41788
angkutan_penumpang,PENUMPANG,Angkutan Penyeberangan,42422
angkutan_penumpang,PENUMPANG,Angkutan Laut,35001
angkutan_penumpang,PENUMPANG,Angkutan Udara,1129
angkutan_penumpang,PENUMPANG,Angkutan Perkeretaapian,84420
angkutan_penumpang,SARANA,Angkutan Jalan,4239
angkutan_penumpang,SARANA,Angkutan Penyeberangan,443
angkutan_penumpang,SARANA,Angkutan Laut,671
angkutan_penumpang,SARANA,Angkutan Udara,12
angkutan_penumpang,SARANA,Angkutan Perkeretaapian,370
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 2,3469
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4 atau Lebih,9338
angkutan_kendaraan_sdp,KENDARAAN-SDP,Roda 4,4142
angkutan_kendaraan_sdp,KENDARAAN-SDP,Bus,448
angkutan_kendaraan_sdp,KENDARAAN-SDP,Truk,4748
angkutan_kendaraan_sdp,SARANA,Trip,443
mobilitas_sarana,LAPOR,Angkutan Jalan,97
mobilitas_sarana,LAPOR,Jalan Arteri,92
mobilitas_sarana,LAPOR,Jalan Tol,39
mobilitas_sarana,LAPOR,Angkutan Penyeberangan,39
mobilitas_sarana,LAPOR,Angkutan Laut,187
mobilitas_sarana,LAPOR,Angkutan Udara,7
mobilitas_sarana,LAPOR,Angkutan Perkeretaapian,376
mobilitas_sarana,SARANA,Angkutan Jalan,4239
mobilitas_sarana,SARANA,Jalan Arteri,713561
mobilitas_sarana,SARANA,Jalan Tol,387099
mobilitas_sarana,SARANA,Angkutan Penyeberangan,443
mobilitas_sarana,SARANA,Angkutan Laut,671
mobilitas_sarana,SARANA,Angkutan Udara,12
mobilitas_sarana,SARANA,Angkutan Perkeretaapian,370
